datetime,part_number,machine_number,temperature,pressure,speed,measurement
2023-02-11 18:00:00,P009,M03,198.58,55.8,1102.19,33.957
2023-02-11 20:00:00,P009,M01,183.82,47.84,1127.54,32.023
2023-02-11 20:00:00,P007,M02,193.01,56.72,1243.59,36.548
2023-02-11 20:00:00,P006,M03,192.77,51.65,1241.3,34.348
2023-02-11 22:00:00,P004,M01,178.48,48.24,1288.7,39.287
2023-02-11 22:00:00,P006,M02,186.53,48.04,1195.64,33.887
2023-02-11 22:00:00,P010,M03,192.33,59.95,1168.64,36.211
2023-02-12 00:00:00,P003,M01,173.08,59.85,1191.33,33.484
2023-02-12 00:00:00,P006,M02,176.12,45.75,1251.11,33.071
2023-02-12 00:00:00,P008,M03,177.5,54.16,1257.95,32.415
2023-02-12 02:00:00,P008,M01,180.27,46.72,1156.92,32.977
2023-02-12 02:00:00,P003,M02,179.17,58.19,1163.47,30.842
2023-02-12 02:00:00,P004,M03,180.2,48.25,1241.58,32.159
2023-02-12 04:00:00,P001,M01,184.39,46.84,1272.97,31.14
2023-02-12 04:00:00,P004,M02,182.93,45.99,1141.14,30.101
2023-02-12 04:00:00,P002,M03,181.59,57.66,1198.0,29.092
2023-02-12 06:00:00,P007,M01,172.85,46.94,1129.95,32.4
2023-02-12 06:00:00,P002,M02,173.02,59.98,1116.19,34.719
2023-02-12 06:00:00,P002,M03,187.43,52.96,1287.61,28.882
2023-02-12 08:00:00,P009,M01,183.21,55.9,1144.32,33.906
2023-02-12 08:00:00,P005,M02,187.16,50.12,1245.5,33.419
2023-02-12 08:00:00,P004,M03,183.7,46.17,1166.4,31.798
2023-02-12 10:00:00,P004,M01,173.66,50.15,1154.48,38.924
2023-02-12 10:00:00,P004,M02,184.58,53.75,1151.49,31.594
2023-02-12 10:00:00,P003,M03,195.05,47.78,1129.42,25.491
2023-02-12 12:00:00,P002,M01,194.9,56.77,1118.39,39.317
2023-02-12 12:00:00,P008,M02,195.61,47.45,1172.36,31.562
2023-02-12 12:00:00,P006,M03,175.02,51.49,1111.2,33.195
2023-02-12 14:00:00,P001,M01,183.31,49.68,1109.21,31.378
2023-02-12 14:00:00,P002,M02,194.83,46.97,1298.72,33.188
2023-02-12 14:00:00,P009,M03,195.44,49.39,1219.23,32.961
2023-02-12 16:00:00,P005,M01,186.1,50.51,1151.81,30.263
2023-02-12 16:00:00,P005,M02,197.87,51.58,1154.39,33.888
2023-02-12 16:00:00,P001,M03,197.84,59.51,1106.75,34.368
2023-02-12 18:00:00,P008,M01,189.48,59.23,1127.46,35.587
2023-02-12 18:00:00,P006,M02,186.79,47.0,1140.32,33.498
2023-02-12 18:00:00,P001,M03,198.79,57.82,1201.94,34.446
2023-02-12 20:00:00,P005,M01,187.72,52.65,1171.64,30.856
2023-02-12 20:00:00,P007,M02,194.57,45.38,1261.18,33.906
2023-02-12 20:00:00,P008,M03,170.33,55.92,1198.02,32.24
2023-02-12 22:00:00,P007,M01,188.03,52.5,1294.78,35.158
2023-02-12 22:00:00,P005,M02,182.58,49.5,1291.53,33.255
2023-02-12 22:00:00,P010,M03,178.2,49.09,1110.8,32.791
2023-02-13 00:00:00,P009,M01,188.99,49.67,1228.19,33.015
2023-02-13 00:00:00,P005,M02,180.42,50.78,1159.75,33.207
2023-02-13 00:00:00,P009,M03,171.37,49.06,1186.52,31.204
2023-02-13 02:00:00,P006,M01,178.26,46.65,1108.41,27.343
2023-02-13 02:00:00,P002,M02,190.42,55.72,1173.56,34.651
2023-02-13 02:00:00,P002,M03,173.6,46.26,1235.61,26.781
2023-02-13 04:00:00,P008,M01,190.98,51.69,1186.23,34.641
2023-02-13 04:00:00,P001,M02,170.19,53.03,1170.37,25.776
2023-02-13 04:00:00,P002,M03,176.52,58.65,1153.69,28.854
2023-02-13 06:00:00,P005,M01,171.46,47.33,1187.12,29.083
2023-02-13 06:00:00,P009,M02,171.34,56.37,1136.18,32.513
2023-02-13 06:00:00,P003,M03,176.17,51.02,1286.96,25.799
2023-02-13 08:00:00,P007,M01,193.11,55.64,1214.03,35.766
2023-02-13 08:00:00,P003,M02,196.04,48.48,1202.05,30.39
2023-02-13 08:00:00,P001,M03,171.09,54.45,1170.43,32.287
2023-02-13 10:00:00,P003,M01,171.52,49.1,1292.04,31.973
2023-02-13 10:00:00,P005,M02,177.91,47.86,1149.88,32.494
2023-02-13 10:00:00,P003,M03,196.83,51.84,1168.91,26.394
2023-02-13 12:00:00,P009,M01,182.69,50.24,1282.26,33.104
2023-02-13 12:00:00,P002,M02,197.39,48.93,1176.87,33.242
2023-02-13 12:00:00,P006,M03,189.01,55.61,1219.12,34.778
2023-02-13 14:00:00,P001,M01,196.85,58.97,1243.01,34.387
2023-02-13 14:00:00,P005,M02,194.4,46.56,1263.46,32.89
2023-02-13 14:00:00,P005,M03,182.4,53.44,1298.43,34.469
2023-02-13 16:00:00,P008,M01,195.98,57.27,1151.1,35.761
2023-02-13 16:00:00,P004,M02,195.44,50.4,1285.67,31.923
2023-02-13 16:00:00,P004,M03,193.33,58.17,1224.08,34.861
2023-02-13 18:00:00,P001,M01,182.79,55.66,1233.63,32.899
2023-02-13 18:00:00,P009,M02,196.81,46.77,1112.49,31.647
2023-02-13 18:00:00,P001,M03,178.44,52.47,1184.03,32.327
2023-02-13 20:00:00,P005,M01,182.64,59.75,1154.35,32.088
2023-02-13 20:00:00,P001,M02,170.38,51.12,1289.33,25.666
2023-02-13 20:00:00,P004,M03,189.75,58.95,1196.74,34.691
2023-02-13 22:00:00,P009,M01,190.77,52.43,1275.31,33.922
2023-02-13 22:00:00,P006,M02,178.43,46.27,1267.21,33.331
2023-02-13 22:00:00,P004,M03,195.78,52.17,1200.02,33.823
2023-02-14 00:00:00,P006,M01,196.81,52.7,1293.53,29.761
2023-02-14 00:00:00,P003,M02,198.21,55.86,1125.26,31.394
2023-02-14 00:00:00,P002,M03,175.97,52.8,1132.07,27.601
2023-02-14 02:00:00,P003,M01,176.39,59.23,1154.7,33.383
2023-02-14 02:00:00,P009,M02,196.49,56.58,1284.14,34.374
2023-02-14 02:00:00,P008,M03,173.98,51.82,1198.06,31.781
2023-02-14 04:00:00,P006,M01,175.9,52.61,1109.17,28.268
2023-02-14 04:00:00,P002,M02,172.54,47.33,1103.25,31.464
2023-02-14 04:00:00,P008,M03,188.27,46.22,1264.53,31.615
2023-02-14 06:00:00,P006,M01,190.95,58.11,1188.12,30.238
2023-02-14 06:00:00,P003,M02,178.11,46.58,1125.49,28.81
2023-02-14 06:00:00,P006,M03,176.34,46.59,1163.78,32.629
2023-02-14 08:00:00,P002,M01,187.95,50.87,1161.88,37.625
2023-02-14 08:00:00,P006,M02,183.13,48.23,1195.97,33.815
2023-02-14 08:00:00,P008,M03,197.3,55.41,1277.49,33.388
2023-02-14 10:00:00,P007,M01,199.61,57.42,1255.12,36.765
2023-02-14 10:00:00,P001,M02,186.77,53.49,1299.01,26.72
2023-02-14 10:00:00,P008,M03,190.01,45.19,1172.02,31.226
2023-02-14 12:00:00,P009,M01,185.14,47.92,1194.65,32.324
2023-02-14 12:00:00,P001,M02,191.83,55.68,1161.59,27.028
2023-02-14 12:00:00,P010,M03,171.68,46.63,1136.08,31.892
2023-02-14 14:00:00,P005,M01,192.27,46.66,1174.9,29.777
2023-02-14 14:00:00,P002,M02,174.13,52.95,1212.78,33.421
2023-02-14 14:00:00,P002,M03,175.32,59.61,1198.23,29.178
2023-02-14 16:00:00,P009,M01,198.26,46.21,1288.36,32.85
2023-02-14 16:00:00,P001,M02,191.55,56.82,1117.91,27.163
2023-02-14 16:00:00,P007,M03,185.78,47.25,1167.47,35.908
2023-02-14 18:00:00,P004,M01,178.12,58.79,1285.62,41.786
2023-02-14 18:00:00,P006,M02,188.94,47.84,1242.71,34.002
2023-02-14 18:00:00,P004,M03,179.41,59.1,1274.2,34.243
2023-02-14 20:00:00,P009,M01,184.5,55.95,1279.78,34.446
2023-02-14 20:00:00,P006,M02,180.69,58.21,1190.85,36.233
2023-02-14 20:00:00,P003,M03,189.39,55.58,1212.16,26.877
2023-02-14 22:00:00,P008,M01,185.05,54.17,1274.18,35.018
2023-02-14 22:00:00,P003,M02,188.76,53.42,1100.49,30.478
2023-02-14 22:00:00,P008,M03,198.72,48.46,1222.22,32.175
2023-02-15 00:00:00,P004,M01,174.02,52.74,1297.01,40.178
2023-02-15 00:00:00,P001,M02,196.41,52.8,1175.65,26.683
2023-02-15 00:00:00,P008,M03,183.69,49.08,1129.6,31.415
2023-02-15 02:00:00,P005,M01,181.05,47.43,1228.76,29.73
2023-02-15 02:00:00,P004,M02,182.22,49.08,1169.6,30.712
2023-02-15 02:00:00,P001,M03,193.11,54.89,1211.54,33.675
2023-02-15 04:00:00,P006,M01,175.18,58.92,1249.59,29.62
2023-02-15 04:00:00,P004,M02,175.06,58.22,1262.27,32.244
2023-02-15 04:00:00,P004,M03,194.14,52.02,1118.48,33.469
2023-02-15 06:00:00,P006,M01,181.75,53.79,1275.56,29.252
2023-02-15 06:00:00,P003,M02,188.19,47.05,1164.48,29.679
2023-02-15 06:00:00,P007,M03,173.21,57.07,1170.78,37.567
2023-02-15 08:00:00,P004,M01,173.24,49.56,1250.68,39.19
2023-02-15 08:00:00,P002,M02,185.46,49.73,1198.9,33.046
2023-02-15 08:00:00,P009,M03,172.28,56.77,1117.69,32.355
2023-02-15 10:00:00,P005,M01,185.79,54.01,1196.53,31.093
2023-02-15 10:00:00,P007,M02,172.23,53.86,1157.7,34.832
2023-02-15 10:00:00,P010,M03,186.36,56.83,1224.74,35.324
2023-02-15 12:00:00,P002,M01,198.84,47.05,1176.17,37.406
2023-02-15 12:00:00,P008,M02,184.54,59.93,1262.98,33.975
2023-02-15 12:00:00,P003,M03,180.1,47.4,1224.39,25.188
2023-02-15 14:00:00,P009,M01,182.94,46.68,1134.46,31.756
2023-02-15 14:00:00,P002,M02,180.87,46.17,1273.49,32.305
2023-02-15 14:00:00,P008,M03,177.1,47.0,1284.78,31.35
2023-02-15 16:00:00,P010,M01,177.13,53.17,1261.86,33.782
2023-02-15 16:00:00,P010,M02,189.06,48.04,1272.52,38.197
2023-02-15 16:00:00,P001,M03,175.67,55.66,1236.05,32.962
2023-02-15 18:00:00,P010,M01,182.46,53.98,1243.47,34.175
2023-02-15 18:00:00,P006,M02,196.18,51.84,1193.95,35.199
2023-02-15 18:00:00,P003,M03,192.9,57.14,1268.53,27.43
2023-02-15 20:00:00,P004,M01,187.96,46.64,1207.44,38.997
2023-02-15 20:00:00,P004,M02,188.76,56.02,1218.81,32.432
2023-02-15 20:00:00,P008,M03,198.08,55.27,1131.48,32.949
2023-02-15 22:00:00,P010,M01,183.87,47.74,1138.9,32.639
2023-02-15 22:00:00,P009,M02,194.73,47.47,1243.8,32.139
2023-02-15 22:00:00,P006,M03,173.04,48.72,1133.07,32.787
2023-02-16 00:00:00,P007,M01,198.93,45.26,1132.09,33.761
2023-02-16 00:00:00,P006,M02,172.01,59.87,1296.43,36.616
2023-02-16 00:00:00,P003,M03,185.53,54.95,1255.73,26.784
2023-02-16 02:00:00,P002,M01,179.95,51.57,1152.12,37.297
2023-02-16 02:00:00,P002,M02,193.56,50.65,1244.97,33.84
2023-02-16 02:00:00,P009,M03,188.27,48.1,1211.93,32.172
2023-02-16 04:00:00,P008,M01,173.13,49.67,1271.14,33.537
2023-02-16 04:00:00,P009,M02,187.26,46.94,1130.85,31.301
2023-02-16 04:00:00,P001,M03,183.42,52.71,1172.5,32.613
2023-02-16 06:00:00,P005,M01,189.24,57.19,1163.17,31.87
2023-02-16 06:00:00,P003,M02,189.45,53.81,1261.55,30.932
2023-02-16 06:00:00,P009,M03,185.86,54.42,1213.23,33.141
2023-02-16 08:00:00,P005,M01,189.85,59.78,1223.46,32.679
2023-02-16 08:00:00,P010,M02,182.53,56.1,1230.04,39.458
2023-02-16 08:00:00,P004,M03,180.34,50.98,1150.48,32.462
2023-02-16 10:00:00,P004,M01,193.36,47.2,1283.89,39.79
2023-02-16 10:00:00,P010,M02,178.74,57.9,1267.67,39.828
2023-02-16 10:00:00,P004,M03,171.89,45.14,1107.13,30.721
2023-02-16 12:00:00,P004,M01,185.79,58.18,1178.71,41.547
2023-02-16 12:00:00,P010,M02,188.5,51.71,1245.83,38.915
2023-02-16 12:00:00,P003,M03,184.87,57.85,1295.94,27.296
2023-02-16 14:00:00,P006,M01,174.27,50.11,1117.64,27.779
2023-02-16 14:00:00,P008,M02,180.17,45.82,1157.77,30.266
2023-02-16 14:00:00,P005,M03,188.43,46.35,1165.3,32.729
2023-02-16 16:00:00,P010,M01,188.79,46.83,1135.48,32.642
2023-02-16 16:00:00,P006,M02,172.24,49.07,1230.57,33.724
2023-02-16 16:00:00,P010,M03,192.2,56.48,1208.68,35.423
2023-02-16 18:00:00,P010,M01,188.57,55.79,1122.81,34.353
2023-02-16 18:00:00,P006,M02,199.85,54.7,1246.72,36.188
2023-02-16 18:00:00,P003,M03,196.23,54.42,1188.78,26.887
2023-02-16 20:00:00,P003,M01,174.31,53.56,1196.51,32.523
2023-02-16 20:00:00,P010,M02,197.08,51.56,1137.08,39.027
2023-02-16 20:00:00,P004,M03,191.39,57.31,1236.93,34.554
2023-02-16 22:00:00,P010,M01,187.26,45.01,1117.88,32.223
2023-02-16 22:00:00,P006,M02,197.8,48.62,1230.6,34.506
2023-02-16 22:00:00,P009,M03,183.97,55.59,1261.61,33.348
2023-02-17 00:00:00,P006,M01,183.99,53.7,1127.67,28.914
2023-02-17 00:00:00,P004,M02,178.01,48.34,1204.02,30.443
2023-02-17 00:00:00,P001,M03,176.95,50.5,1257.8,32.238
2023-02-17 02:00:00,P001,M01,177.17,51.42,1251.08,31.722
2023-02-17 02:00:00,P005,M02,176.28,46.62,1292.87,32.426
2023-02-17 02:00:00,P006,M03,181.64,51.24,1219.27,33.78
2023-02-17 04:00:00,P007,M01,189.84,45.69,1109.63,33.181
2023-02-17 04:00:00,P006,M02,192.59,52.04,1244.46,35.278
2023-02-17 04:00:00,P002,M03,175.42,45.12,1211.92,26.545
2023-02-17 06:00:00,P010,M01,194.1,55.72,1171.44,34.737
2023-02-17 06:00:00,P007,M02,198.12,51.38,1133.66,35.047
2023-02-17 06:00:00,P002,M03,171.97,58.53,1222.26,28.951
2023-02-17 08:00:00,P006,M01,185.84,50.82,1148.71,28.582
2023-02-17 08:00:00,P008,M02,194.1,53.04,1210.59,32.838
2023-02-17 08:00:00,P005,M03,176.0,51.77,1203.26,33.247
2023-02-17 10:00:00,P002,M01,194.5,59.9,1229.19,40.533
2023-02-17 10:00:00,P004,M02,192.56,48.79,1223.28,31.292
2023-02-17 10:00:00,P008,M03,180.98,59.24,1194.57,33.113
2023-02-17 12:00:00,P003,M01,171.48,57.76,1231.39,33.191
2023-02-17 12:00:00,P002,M02,170.78,46.72,1294.27,32.132
2023-02-17 12:00:00,P008,M03,177.75,49.81,1201.27,31.576
2023-02-17 14:00:00,P006,M01,181.47,57.71,1221.11,29.715
2023-02-17 14:00:00,P010,M02,199.57,47.91,1217.24,38.576
2023-02-17 14:00:00,P007,M03,181.19,49.09,1229.54,36.208
2023-02-17 16:00:00,P006,M01,182.22,58.24,1275.42,29.975
2023-02-17 16:00:00,P005,M02,198.26,58.81,1155.88,35.513
2023-02-17 16:00:00,P009,M03,186.08,45.83,1274.69,31.854
2023-02-17 18:00:00,P001,M01,199.59,47.59,1255.26,32.077
2023-02-17 18:00:00,P002,M02,186.69,56.63,1162.05,34.659
2023-02-17 18:00:00,P004,M03,192.07,47.8,1167.64,32.695
2023-02-17 20:00:00,P006,M01,188.01,55.58,1238.7,29.728
2023-02-17 20:00:00,P005,M02,197.23,57.05,1134.84,35.06
2023-02-17 20:00:00,P007,M03,194.13,46.03,1283.09,36.451
2023-02-17 22:00:00,P010,M01,182.1,56.63,1292.05,34.753
2023-02-17 22:00:00,P001,M02,196.0,57.48,1134.52,27.553
2023-02-17 22:00:00,P002,M03,173.5,49.01,1246.22,27.336
2023-02-18 00:00:00,P007,M01,199.39,51.27,1288.93,35.584
2023-02-18 00:00:00,P003,M02,185.47,57.24,1176.9,31.057
2023-02-18 00:00:00,P008,M03,183.87,59.96,1269.65,33.606
2023-02-18 02:00:00,P005,M01,185.38,51.2,1195.15,30.544
2023-02-18 02:00:00,P007,M02,186.53,46.64,1225.25,33.8
2023-02-18 02:00:00,P003,M03,190.88,52.6,1116.81,26.176
2023-02-18 04:00:00,P007,M01,184.53,47.23,1286.76,33.789
2023-02-18 04:00:00,P002,M02,178.83,46.71,1232.99,32.131
2023-02-18 04:00:00,P008,M03,193.22,57.83,1187.19,33.313
2023-02-18 06:00:00,P005,M01,195.0,47.85,1221.99,30.309
2023-02-18 06:00:00,P007,M02,181.32,51.32,1106.93,34.356
2023-02-18 06:00:00,P005,M03,179.62,55.57,1200.94,34.393
2023-02-18 08:00:00,P001,M01,179.7,49.17,1205.26,31.242
2023-02-18 08:00:00,P007,M02,182.45,46.21,1209.91,33.538
2023-02-18 08:00:00,P005,M03,180.24,54.92,1262.67,34.466
2023-02-18 10:00:00,P003,M01,184.92,56.8,1145.07,33.388
2023-02-18 10:00:00,P008,M02,175.68,59.92,1129.09,32.947
2023-02-18 10:00:00,P003,M03,170.55,57.6,1226.76,26.482
2023-02-18 12:00:00,P003,M01,189.25,49.12,1131.87,32.31
2023-02-18 12:00:00,P010,M02,174.36,51.59,1136.58,37.795
2023-02-18 12:00:00,P005,M03,192.96,55.44,1211.65,35.286
2023-02-18 14:00:00,P002,M01,173.01,48.28,1252.02,36.557
2023-02-18 14:00:00,P007,M02,176.29,54.29,1166.83,35.198
2023-02-18 14:00:00,P009,M03,196.93,55.48,1133.23,33.904
2023-02-18 16:00:00,P009,M01,178.24,50.42,1125.94,32.37
2023-02-18 16:00:00,P003,M02,193.7,53.67,1226.18,31.056
2023-02-18 16:00:00,P002,M03,182.09,58.78,1200.63,29.258
2023-02-18 18:00:00,P010,M01,186.93,56.05,1119.82,34.355
2023-02-18 18:00:00,P002,M02,193.93,51.66,1294.6,34.349
2023-02-18 18:00:00,P001,M03,182.1,46.01,1163.51,31.364
2023-02-18 20:00:00,P001,M01,193.67,58.05,1103.11,33.708
2023-02-18 20:00:00,P006,M02,177.29,56.65,1282.9,35.95
2023-02-18 20:00:00,P009,M03,172.45,48.23,1273.16,31.297
2023-02-18 22:00:00,P001,M01,180.11,53.13,1122.07,31.936
2023-02-18 22:00:00,P004,M02,189.88,52.61,1129.04,31.642
2023-02-18 22:00:00,P001,M03,186.11,52.57,1110.63,32.524
2023-02-19 00:00:00,P008,M01,177.5,57.28,1247.75,34.941
2023-02-19 00:00:00,P006,M02,170.07,59.38,1152.93,36.013
2023-02-19 00:00:00,P001,M03,174.66,48.92,1260.35,31.861
2023-02-19 02:00:00,P002,M01,189.69,49.25,1246.04,37.695
2023-02-19 02:00:00,P004,M02,173.72,51.31,1143.08,30.569
2023-02-19 02:00:00,P002,M03,181.38,53.32,1224.85,28.421
2023-02-19 04:00:00,P003,M01,190.1,49.92,1105.8,32.43
2023-02-19 04:00:00,P004,M02,171.59,49.83,1204.37,30.391
2023-02-19 04:00:00,P005,M03,192.6,57.49,1114.34,35.351
2023-02-19 06:00:00,P005,M01,186.86,52.29,1154.38,30.716
2023-02-19 06:00:00,P003,M02,187.51,45.41,1113.88,29.225
2023-02-19 06:00:00,P008,M03,193.57,52.33,1207.6,32.521
2023-02-19 08:00:00,P003,M01,172.15,56.8,1210.59,32.955
2023-02-19 08:00:00,P006,M02,191.86,48.23,1256.06,34.28
2023-02-19 08:00:00,P001,M03,199.15,55.47,1234.48,34.29
2023-02-19 10:00:00,P009,M01,176.72,48.09,1133.45,31.811
2023-02-19 10:00:00,P006,M02,186.49,54.68,1188.91,35.512
2023-02-19 10:00:00,P009,M03,180.53,52.32,1256.58,32.504
2023-02-19 12:00:00,P003,M01,198.46,57.82,1133.51,34.163
2023-02-19 12:00:00,P002,M02,176.99,53.87,1263.15,33.977
2023-02-19 12:00:00,P007,M03,197.95,46.44,1191.56,36.529
2023-02-19 14:00:00,P001,M01,192.3,45.36,1258.63,31.195
2023-02-19 14:00:00,P008,M02,170.57,51.68,1254.53,31.372
2023-02-19 14:00:00,P001,M03,191.45,46.19,1120.96,31.769
2023-02-19 16:00:00,P007,M01,179.04,50.56,1192.93,33.762
2023-02-19 16:00:00,P008,M02,195.68,52.73,1290.17,33.237
2023-02-19 16:00:00,P005,M03,192.18,57.89,1221.15,35.769
2023-02-19 18:00:00,P009,M01,195.17,57.31,1247.51,35.013
2023-02-19 18:00:00,P003,M02,182.57,57.56,1180.58,30.967
2023-02-19 18:00:00,P002,M03,195.67,56.01,1132.36,29.08
2023-02-19 20:00:00,P010,M01,172.05,54.88,1211.64,33.685
2023-02-19 20:00:00,P009,M02,198.63,57.16,1219.09,34.427
2023-02-19 20:00:00,P003,M03,175.87,49.26,1292.66,25.52
2023-02-19 22:00:00,P002,M01,181.81,48.58,1172.78,36.75
2023-02-19 22:00:00,P004,M02,171.96,57.33,1296.39,31.912
2023-02-19 22:00:00,P002,M03,194.76,51.97,1266.93,28.861
2023-02-20 00:00:00,P010,M01,195.59,45.56,1285.25,33.218
2023-02-20 00:00:00,P007,M02,185.06,53.54,1234.77,35.499
2023-02-20 00:00:00,P007,M03,186.26,53.69,1150.2,37.522
2023-02-20 02:00:00,P001,M01,170.4,49.38,1254.55,30.946
2023-02-20 02:00:00,P005,M02,191.65,52.59,1251.84,34.125
2023-02-20 02:00:00,P010,M03,191.6,50.18,1247.5,33.959
2023-02-20 04:00:00,P004,M01,173.0,53.97,1137.37,39.756
2023-02-20 04:00:00,P010,M02,170.7,47.64,1107.08,36.662
2023-02-20 04:00:00,P003,M03,172.68,51.11,1103.27,25.204
2023-02-20 06:00:00,P004,M01,172.95,47.34,1288.42,38.811
2023-02-20 06:00:00,P002,M02,173.26,54.08,1227.43,33.736
2023-02-20 06:00:00,P006,M03,190.87,45.07,1263.74,33.35
2023-02-20 08:00:00,P004,M01,189.93,57.28,1224.43,41.741
2023-02-20 08:00:00,P005,M02,179.57,57.61,1290.71,35.007
2023-02-20 08:00:00,P001,M03,176.72,48.69,1285.46,31.993
2023-02-20 10:00:00,P010,M01,190.31,47.86,1214.19,33.181
2023-02-20 10:00:00,P009,M02,193.56,58.96,1196.77,34.433
2023-02-20 10:00:00,P002,M03,173.8,46.75,1273.67,27.007
2023-02-20 12:00:00,P001,M01,170.69,59.59,1194.84,33.035
2023-02-20 12:00:00,P010,M02,190.6,59.05,1114.64,40.302
2023-02-20 12:00:00,P009,M03,172.92,57.02,1146.01,32.529
2023-02-20 14:00:00,P007,M01,173.04,59.7,1135.44,35.052
2023-02-20 14:00:00,P005,M02,186.21,56.71,1217.12,34.808
2023-02-20 14:00:00,P002,M03,184.21,48.21,1151.46,27.197
2023-02-20 16:00:00,P006,M01,174.23,47.07,1287.79,27.548
2023-02-20 16:00:00,P006,M02,181.65,59.01,1188.34,36.469
2023-02-20 16:00:00,P003,M03,170.69,46.68,1267.96,24.813
2023-02-20 18:00:00,P010,M01,170.73,47.32,1122.12,31.911
2023-02-20 18:00:00,P010,M02,173.48,56.71,1287.68,39.296
2023-02-20 18:00:00,P008,M03,173.74,59.59,1118.28,32.695
2023-02-20 20:00:00,P003,M01,176.87,49.29,1263.09,32.176
2023-02-20 20:00:00,P005,M02,197.39,50.89,1194.03,33.811
2023-02-20 20:00:00,P009,M03,172.35,54.73,1131.29,32.02
2023-02-20 22:00:00,P002,M01,174.54,56.21,1297.94,38.798
2023-02-20 22:00:00,P007,M02,188.19,51.74,1142.23,34.852
2023-02-20 22:00:00,P001,M03,177.25,45.24,1108.78,30.808
2023-02-21 00:00:00,P004,M01,183.95,49.87,1149.68,39.366
2023-02-21 00:00:00,P003,M02,187.12,48.02,1293.53,30.007
2023-02-21 00:00:00,P001,M03,173.59,57.75,1199.49,33.061
2023-02-21 02:00:00,P006,M01,193.63,52.23,1166.24,29.332
2023-02-21 02:00:00,P008,M02,189.1,48.0,1130.91,31.271
2023-02-21 02:00:00,P010,M03,189.2,58.44,1184.95,35.75
2023-02-21 04:00:00,P005,M01,173.3,54.86,1126.56,30.597
2023-02-21 04:00:00,P006,M02,175.85,53.12,1205.56,34.779
2023-02-21 04:00:00,P009,M03,172.02,57.92,1231.22,32.807
2023-02-21 06:00:00,P007,M01,178.03,53.72,1175.55,34.296
2023-02-21 06:00:00,P008,M02,180.51,55.55,1189.6,32.53
2023-02-21 06:00:00,P006,M03,170.6,54.92,1134.12,33.656
2023-02-21 08:00:00,P009,M01,191.36,56.28,1212.01,34.525
2023-02-21 08:00:00,P010,M02,179.4,56.38,1163.64,39.188
2023-02-21 08:00:00,P002,M03,176.96,49.47,1261.0,27.628
2023-02-21 10:00:00,P004,M01,193.31,53.64,1165.49,40.778
2023-02-21 10:00:00,P007,M02,172.3,50.88,1131.41,34.07
2023-02-21 10:00:00,P001,M03,187.68,55.53,1141.49,33.246
2023-02-21 12:00:00,P002,M01,178.18,58.68,1288.31,39.491
2023-02-21 12:00:00,P005,M02,179.4,56.02,1180.47,34.341
2023-02-21 12:00:00,P010,M03,183.23,57.15,1261.22,35.363
2023-02-21 14:00:00,P008,M01,195.04,55.76,1242.75,35.786
2023-02-21 14:00:00,P008,M02,198.04,48.71,1268.81,32.36
2023-02-21 14:00:00,P002,M03,189.93,51.52,1162.46,28.073
2023-02-21 16:00:00,P004,M01,194.74,59.79,1222.78,42.587
2023-02-21 16:00:00,P009,M02,192.31,54.13,1186.96,33.287
2023-02-21 16:00:00,P006,M03,196.03,58.69,1289.59,35.683
2023-02-21 18:00:00,P006,M01,196.52,57.65,1189.51,30.48
2023-02-21 18:00:00,P008,M02,171.03,58.34,1171.57,32.501
2023-02-21 18:00:00,P004,M03,195.12,50.88,1116.26,33.383
2023-02-21 20:00:00,P006,M01,184.79,58.36,1166.98,29.932
2023-02-21 20:00:00,P005,M02,171.19,45.85,1185.76,31.848
2023-02-21 20:00:00,P009,M03,184.57,59.37,1207.06,33.915
2023-02-21 22:00:00,P001,M01,173.89,50.11,1106.79,30.94
2023-02-21 22:00:00,P003,M02,186.08,54.96,1258.44,30.985
2023-02-21 22:00:00,P004,M03,175.02,57.6,1118.92,33.277
2023-02-22 00:00:00,P007,M01,189.27,56.34,1182.24,35.588
2023-02-22 00:00:00,P009,M02,193.48,52.61,1204.58,33.093
2023-02-22 00:00:00,P010,M03,176.46,50.97,1206.99,33.413
2023-02-22 02:00:00,P003,M01,192.31,49.57,1100.6,32.42
2023-02-22 02:00:00,P009,M02,175.51,54.54,1255.83,32.754
2023-02-22 02:00:00,P004,M03,176.8,58.45,1284.42,33.894
2023-02-22 04:00:00,P003,M01,187.75,51.18,1141.08,32.596
2023-02-22 04:00:00,P005,M02,170.85,52.61,1271.81,33.531
2023-02-22 04:00:00,P010,M03,198.34,53.2,1193.85,34.825
2023-02-22 06:00:00,P005,M01,199.43,50.84,1231.92,31.115
2023-02-22 06:00:00,P005,M02,187.88,55.77,1132.79,34.464
2023-02-22 06:00:00,P004,M03,194.43,58.66,1256.35,35.106
2023-02-22 08:00:00,P008,M01,172.37,50.1,1125.73,32.886
2023-02-22 08:00:00,P001,M02,199.39,53.21,1148.52,26.835
2023-02-22 08:00:00,P004,M03,176.92,56.14,1107.68,33.032
2023-02-22 10:00:00,P003,M01,195.63,51.91,1102.59,33.013
2023-02-22 10:00:00,P008,M02,196.07,46.48,1279.5,31.861
2023-02-22 10:00:00,P010,M03,174.65,55.57,1175.24,34.332
2023-02-22 12:00:00,P010,M01,171.24,58.37,1276.86,34.578
2023-02-22 12:00:00,P002,M02,177.25,52.88,1274.74,33.754
2023-02-22 12:00:00,P010,M03,175.93,48.52,1146.57,32.581
